text,is_question
А самые хитрые концертные фанаты обычно уходят на середине последнего трека!,0
А списка победителей не будет?( Как можно «найти себя» среди победителей?,0
"а стипендия ток 25 числа
они к 25 числу стоить будут мильон деняк",0
А также,0
А также не забывайте участвовать в,0
А ты хорошо текст пишешь…,0
"А у вас нормальные концерты бывают, или только мейнстримные чавкающе-пердящие какахи для малолеток? Видимо, вы сотрудничаете онли с современными бездарями-однодневками, у которых целых 47 хромосом) 
Стыдно и стрëмно, что сейчас люди слушают такую откровенную парашу",0
А у меня тоже нет амняма…,0
А УЖЕ,0
А че приложение положили мутаборовцы ?,1
А чо делать если при покупке билеты пишет ошибку просто?,1
а че так можно было? 😅,0
А что делать если билеты покупаю на другой номер ?(,1
"а что делать, если билет куплен через другую платформу🥹🥹🥹",1
А что за обсер с группой без обид случился ?,0
"А что интересного будет на бэкстейдж, просветите незнающего",0
А что не так с паспортом?,0
А что там?,0
А это уже июльский вайб ☀️,0
А я буду спать брат,0
"А я художник, поэтому сама нарисую, а не через гпт) но нужно время",0
"А- Андрей Пирокинезис
Б- Букер Федя
В-Влад Лифарь
Г-Гспд
Д-Даня Кашин
Е- ежемесячные
Ж- Жёлудь Рома
З-Замай
И-Илья Мазелов
Й-йорш
К-ксб мьюзик
Л-Лида
М-Мелшер
Н-найти выход
О-ог буда
П-Панцушот
Р-22 раза
С-смн
Т-тринадцать карат
Ф-Фрик Пати
Х-херенвотер
Ц-цой
Ш-шаман
Щ-щенки
Э-элджей
Ю-юг 404
Я-Якоръ",0
А…..фэктори..?или ласточка?,0
а….честно я ничего не поняла,0
Ааа пять минут,0
"ааа, так это ты орала чи що",0
"Аааа, вот оно что…",0
"ААААА,ЖДУ ЗАВТРА🙏🏼🙏🏼🙏🏼",0
абонемента на самый комфортный мультиформатный,0
Ага а еще че,0
"админ админ умоляю расскажите больше про баллы. ведь в приложении написано, что это система поощрения постоянных клиентов, а инфы как баллы получать кроме розыгрыша я так нигде и не нашла. 
а я вообще-то на постоянной основе сливаю все деньги в вайбе. 👿👿👿",1
Админ в подвале тоже похихикал…….,0
АДМИН В ПРАЙМЕ,0
Админ выйдет из подвала после моего выиграша в следующем розыгрыше,0
админ герой,0
Админ какой амням акция кончилась,0
"админ на концерте, без суеты, все будет ",0
"админ никуда не пойдет его из подвала не выпустят
(надеюсь на анну асти)
(но думаю на пуссикиллера)",0
"Админ принес вам вентилятор от жары, можете использовать его на концертах",0
"Админ сегодня в хорошем настроении, его выпустили погулять, поэтому да, так можно ",0
"Админ сорвал голос…ставь лайк, если жалко ",0
Админ старался - поддержите классом!,0
Админ счастливый человек,0
админ я тебя люблю,0
Администрация,0
админу пох?,0
Админы свяжитесь со мной в почте билета сделал ошибку,1
ай,0
АЙ КРАСОТА,0
"акела 
",0
"акси вызови мам 
",0
"ама рок стар, поп стар",0
амахасла,0
аналогично,0
АНГЕЛА ХРАНИТЕЛЯ ИМ,0
АНГЕЛА ХРАНИТЕЛЯ ИМ,0
Анимэ трип снесли в Яндексе эхх,0
анимэ трип🙏🏻🙏🏻🙏🏻,0
Анна Асти),0
антифриз,0
"Античные цивилизации и блеск врат Эдема.
",0
Аооаоаоаоа у меня есть ваша сумка❤️😍,0
"аплати за билет, я потом отдам (никогда) 
",0
"Арину бы :( 
Без нее грустно! 
А так концерт супер ",0
ария - осколок льда,0
АУТБРЭЙК,0
АФИГЕТЬ! ОЧ КРУТО!,0
ахахах план капкан,0
Ахахах хорошо!!,0
"Ахахаха, надеюсь что у тебя получилось ему все объяснить",0
АХАХАХАХАХ,0
АХАХАХАХАХАХ ДАДАДА,0
АХАХАХАХАХАХАХАХА МАМААА,0
АХАХАХАХАХАХАХХАХАХАХАХАХВ,0
АХАХАХАХАХХАХАХАХАХАХАХАХАХА хватит,0
АХАХАХАХХААХААХА,0
АХАХАХВХВ,0
АХАХАХХАХАХАХАХА УРА,0
Ахаххаахха,0
ахаххаха,0
Ахвхахха..мы подумаем,0
ахыэяэыэыжыжвжвжа,0
бабушка это хорошо!!!,0
Базару ноль. Живая легенда - надо видеть своими глазами😁,0
Базовый минимум или роскошный максимум,0
Бан,0
"Бедного, нищего студентика...",0
бедняжки,0
БЕЗ ОБИД,0
Безамнямные мы,0
Безлимитные  билеты на все концерты,0
"Бесконечная очередь…
ШТОШ ",0
"Бесконечное лето, стикер, сумасшедшая ",0
бесы вышли....,0
"Билеты не грузит на входе, пишет ошибка",1
"Билеты, чтобы продлить молодость можно найти в Vibeapp ",0
БИФ????,0
"Бл, обидно даже как-то стало(((",0
Благодарю,0
"Благодарю, да",0
"Блиииин, на эти деньги же можно поехать в зарубежный концерт в Тайланд на My chemical romance, если сильно не шиковать и ловить билеты  по скидкам...",0
"Блииин, а функцию продажа/дарение билета убрали что ли?",0
Блин про бусты забыла,0
"Блин, блинский в понедельник в школу...
или снова на работу...",0
"Блин, классно вообще!!!! Оч вайбово",0
"Блин, мечта…..💔",0
"блин, я помню, как на каком-то концерте артист решил разбрызгать ",0
"блин, я хотел бензопилу от CMH",0
"блин(((
я немного расстроилась из за того,что у вас давай кинем барыгу был(
я в то время ехала в казань ыхыхаах",0
бля клянусь это моя мечта,0
бля ладно с зп беру билет,0
"бля я бы реально сходила на лолиту чисто чтоб поймать вайб с какой-нибудь крутой женщиной, которая меня поймёт, прижмет к груди и скажет ""ну що ты рыба моя""",0
"Блять, ну SMM-щик правда легенда",0
"Боже, там я…. Что😭😭😭",0
больше всего хотелось бы на концерт молодежной группы валентин стрыкало,0
Больше не буду и Вина,0
Больше хард техно,0
"больше чем 2 входа на танцпол; гардероб без очередей;бесплатные камеры хранения, охрана быстро проверяет всех, не пуская детей; какая нибудь вентиляция внутри; без пьяни в слэмах; вода не по 250 рублей; ри и крб во время концертов не ссорятся и спокойно вместе саппортят, ну это что то из разряда невозможного",0
Бонд 😭😭,0
бонусы это вообще благодать,0
Братан я главный амбассадор вайба веришь,0
братс,0
"Бро настолько крут, что прыгает прям под сценой, а не на тесном танцполе",0
"Бро, до какого времени нам продолжать голодные игры с голосами? До 15:00? А то я ж не усну",0
"Бро, ждем когда ты будешь воровать всех зрителей на Лужниках. А лучше когда сам Лужники собирать будешь",0
будем на связи бро),0
Будем надеяться,0
Будет славно!,0
будет!,0
Буду,0
"Буду краткой

Я завловала всем, кто купил билет на Оксимирона Московский 

Потом тур отменили.
Потом тур перенесли на мировой и объявили обмен билетов.

Я выкупила билет с рук и перенесла его на Бали.

А потом я просто не поехала на Бали, и все мои попытки вернуть билет были безуспешными, поэтому на концерт я не попала деньги потеряла.

 Ах, если бы билет был в Вайбе...",0
"БУКВАЛЬНО
это был переломный момент",0
буквально я когда пересматривала видео с концерта юга:,0
букер,0
булька булька барабулька булька булька барабулька,0
буш!!,0
Был бы там я…😔,0
был рандом или выбирались по оригинальности анкеты?,0
была бы я в спб💔💔💔,0
Была в 2023 году,0
"Была или будет, хм.",0
"была там вчера, эмоции зашкаливают 🔥❤️‍🔥",0
Были с вами! ❤️‍🔥 И благодаря Вам!,0
было,0
Было бы неплохо😁,0
"Было д��ло, а помнишь ты у меня на кириешки полторы тыщи заняла?",0
было.,0
Быть подписчиком,0
Быть подписчиком,0
в,0
В,0
в,0
В -,0
В 12:00,0
в 23м году/антиворлд тур,0
В вайб через постель не попасть!,0
"В верхние ноты я бы добавил первые 5 минут после покупки билета и дорогу по пробкам через весь город 

В средние ноты возмущение 12летиних из-за того, что из не пускают на концерт 16+

В базовые очередь на выходе из раздевалки, песни певицы максим огромной толпой",0
"в зависимости от того,сколько городов будет.да и цена на мит-н-гриты/фанзоны тоже влияет 
если тур небольшой,то коля юг
если средний или большой,то я бы проехала к примеру южную связку у руслана",0
в итоге их 4 было,0
"в итоге прогрузилось? у меня такая же хуйня ща, тоже концерт смн",0
"В июле на капсайза пойду, фрик пати и секонд хенд. А в августе на зверей. Еще хотел бы на гспд но они ошалели за 4к продавать танцпол билеты на концерт который через год",0
в комментарии,0
в комментариях,0
В минувшие выходные мы получили эмоциональный заряд на вечеринке LOUD BOYZ,0
"В моей пирамиде потребностей концерты стоят выше всего, а концерты со скидкой еще выше!

Подготовили для тебя подборку концертов в августе, так еще и со скидкой 10% по промокоду VIBELETO

Куда пойти: 

",0
В Москве:,0
"В Москву пришла жара, а знаете, где еще жарче? На концертах! 

Собрали для тебя подборку ивентов на длиииииииииные выходные, бери друзей и беги на ивент любимого артиста.

",0
в наличие НЕСКОЛЬКО…,0
"В наличии баллы Vibeapp. подходят всем. потратить можно на все в приложении. первые 3 человека, кто напишет слово хочу начислим по 300 баллов. всем хорошего и продуктивного дня.",0
"В наличий подработка  9000р день, подходит всем, пишите мне что бы успеть, всем хорошего и продуктивного дня",0
"в нашем розыгрыше, я подарю ",0
"В общем дело было в феврале 2021. Собралась я лететь на концерт Shortparis в Екатеринбурге, в Ельцин-центре в рамках New/Open Showcase. Купила себе билетик на самолет. Но тут внезапно захотелось мне сходить на концерт Summer of haze в родной Москве. В обшем поменяла билет на чуть позднюю дату. Утром после концерта должна была вылетать. В общем ночью начался сильнейший снегопад и наш рейс постоянно переносился. И вот нас посадили уже в самолет, но мы все равно не полетели так как багаж не был загружен и нам предложили полететь без него. Никто не согласился и все стали ждать. Некоторые люди стали отказываться от полета, но оказалось по правилам чтобы отказаться от полета, экипажу нужно было вызывать и ждать полицию, которая увезла бы пассажиров обратно в аэропорт🤷‍♀️ Итого через 8 часов мы все-таки вылетели и я бы даже успевала на концерт. Но в Екатеринбурге время +2 часа, так что…. Но зато погуляла по городу",0
в первых рядах слэма💯,0
в Питере самый вайб,0
В подвале нельзя потратить баллы Vibeapp - задумайся,0
в подвале.,0
В правом нижнем углу ничего нет,0
В преддверии Нового года мы запускаем увлекательную игру!,0
в приложении,0
В пятницу после monasterio,0
"В рамках нашей глубоко проработанной маркетинговой стратегии мы решили запостить мемы.

Да, постироничные.
Нет, это не ошибка.

Ждем 5+ от вас.",0
"в самом приложение можно подарить билет:)
заходите в профиль, выбираете нужный билет, нажимаете кнопку ""подарить"", и дальше вводите номер телефона человека, к которому привязан его аккаунт в Vibeapp.
если у вас нет такой кнопки, или она серая, значит организаторы запретили дарить билет.
и билеты в большинстве случаев плюсом отправляются на почту, там файлом можно скинуть билет",0
В Санкт-Петербурге:,0
В следующий раз точно успеешь,0
в слеме….. *надеюсь не забанят*,0
в слемы токо с ней💓💓,0
в смвсле чем больше комментариев? типо отдельными комментами писать?,0
в смысле…там руслана еще показывали на экране……..,0
"В таких ситуациях, нужно срочно искать лишний доллар ",0
В центре города нужны свободные руки за небольшую оплату!,0
"в этом году мое концертное лето к сожалению состояло только из двух мероприятий: 1 - это лето фестиваль, ходила только на один из двух дней, потому что впадлу было, и концерт три дня дождя в рамках саммер саунда.
на это лето я шла только из-за шляпников, но так же очень понравился солтвайн, концертные версии треков звучат лучше, чем студийные.
шляпники база, как всегда крутые.
сироткин не для меня, конечно, как-то черезчур спокойно.
три дня дождя - тоже база.очень люблю их концертики.
хочется конечно отметить организацию этих фестивалей, оч грамотно все сделано, тайминги соблюдены.
короче вкусновато, но маловато.",0
В эту субботу буду,0
в Pinterest,0
в Vibeapp,0
"В Vibeapp зайди в «Знакомства» и оставь объявление с кодовым словом «Джарахов».
",0
"В Vibeapp зайди в «Знакомства» и оставь объявление с подписью «Джарахов».
",0
В Vibeapp столько всего интересного! 🌟,0
"Вайб изучен на 0,5%",0
вайб на,0
Вайб!!,0
Вайбик имеется,0
вайбовая связь…..,0
вайбово…,0
вайбовый щиток…,0
вайбубу! хочу!,0
"Вау, я когда был на Мите с Русланом пару лет назад, у меня не было фотки на полароид",0
Вау….💔,0
лялялля,0
Ваш смм успевает спать? Я не верю..,0
"Ваш смм-щик это джарахов,удивленаа",0
Ваше приложение не работает,1
"Ввожу номер телефона и кнопка ""получить код"" не прожимается, несколько раз уже перезагружала телефон",1
"вдохновился и собрал свой букет с запахом адреналина и слегка подгоревшего усилителя.

Пока одни не понимают, что происходят, другие — смотрят новую подборку событий на выходные, покупают билетик и ставят лайк

Все бегом в клуб! ",0
Веб версия вот так висит в любом браузере,0
веер 💔💔💔,0
везде второй вариант,0
Везде второй вариант кроме первого для того чтоб купить воды на баре😎,0
"Везде выберу 2 вариант, зачем мне деньги",0
"Век живи - век учись, и век ходи на концерты",0
Веришь,0
Верно,0
Верю,0
Верю верю,0
Весь канал верит,0
ВЗАИМНО!!!,0
взяли в работу 😈,0
Видео для друга,0
"видеть на себе синяки и чувствовать боль после концерта, но не жалеть об этом, а наоборот радоваться

зачем ходить на концерт, если приходишь домой целый?)",0
винтаж - Ева,0
Вип места - это для меня! Fast track - это для меня! У концертных фанатов свои аффирмации,0
"Вишлист на день рождение: 
1) 5000 баллов в Vibeapp",0
влод,0
Вместе йоу можем,0
"Вместе с приложением для покупки билетов на концерты, фестивали и вечеринки Vibeapp разыгрываем",0
"Вместе с VibeApp я посетил 2 фестиваля, 3 концерта и 18 вечеринок💛💛💛 И я не собираюсь останавливаться 😎

Вы заменили мне сразу несколько приложений, подарили новые, неповторимые эмоции🥰 познакомили с приятными людьми 🥹спасибо Вам, за то что вы есть💗",0
вово!!,0
вода,0
Вода за 0 рублей >,0
ВОДНЫЙ,0
Воду из-под крана в авроре добавить надо,0
Воду по нормальным ценам во время концерта,0
возможно тут есть мои крики….простите,0
Возможно.,0
Возможность танцевать на бэкстейджах любимых диджеев 💃🏻,0
возьмите меня 💅🏻💅🏻,0
Возьмите меня работать в приложении😂,0
возьмите меня третим,0
"Вонючая подмышка стоящего передо мной 180-сантиметрового парня, в которую меня впечатало лицом когда разводили круг ❤️❤️❤️❤️",0
Вообще муд такой,0
"Вопрос есть, а задать некому. Номер билета, это номер заказа или строка ниже где написано Серия и тд?",0
воспользуюсь лайфхаком спасибо,0
вот,0
вот бы выиграть сигну от джарахова,0
"Вот бы на вечеринке поставили трек: «ох, блины,блины, блины, вы блиночки мои» ",0
вот вот,0
Вот вы там чиллите,0
Вот гирлянда даже смотри,0
"вот знаешь, я 5 минут думал над панчем, и не придумал…..давай сделаем вид, что я написал что-то смешное ",0
Вот как выглядит чат отдела заботы на сайте,0
"Вот когда сммшик сделает такое видео без ии, лайк поставлю",0
Вот нам определенно нужна коллаба с Вкусно и точка,0
"вот понимаешь, да",0
Вот так и становятся друзьями,0
"Вот так прошел наш 2024 год 👌

Уверены, что в 2025 будет еще круче! 🙌",0
"вот такой прикольный был в прошлый раз
но это самый темный полвроид из всех.как раз по новой перефоткаюсь",0
"Вот это да, звучит интересно! 😄 Забавно, но у них действительно получается очень качественно, сама немного пробовала, и результаты классные. Если захочешь, можешь удивить всех своими фотками, особенно с помощью ",0
вот это по настоящему крутая стена..,0
Вот это прикол,0
Вот это технологии,0
вот я в тт выкладывала как на юг�� орали проооосто,0
Вот-вот!,0
"Воу
Вот это приятно, конечно",0
Воу! Это круто),0
Впадаю в депрессию,0
Вроде как,0
"вродэнс 
",0
"Все , работает",0
Все базовый минимум.,0
Все будет,0
все варианты верны,0
Все впереди,0
Все для тебя 💅,0
все еще актуально !,0
"Все ещё думаешь, что концерт не решит твои про��лемы? ",0
"Все люди стоят на 80% из воды, 
я состою на 80% из концертов!
 Только я так могу!!😂🤣👍",0
все на макана!!!!!!11!!!!111!,0
Все однажды будет,0
"Все потому,  что Дора дура супердура дора дура",0
"Все разобрался , на почту почти сразу ответили, моё почтение .",0
"Все смм-щики должны проходить аттестацию в слэме, иначе их не берут на работу",0
Все ты в наших рядах! Разрешаем первый пункт не делать 😈,0
все эксклюзивные обложки по чумному доктору😔,0
Всё-таки это концерт джарахова…,0
"Все, кто лайкнет это видео, всегда будут попадать в самые быстрые очереди! ",0
Всего 3 участника и все трое победили ай да молодцы 🐺💪🏻,0
Всем привет,0
"Всем привет 
Подскажите 
Купил билет на парковку на сигнал 
Билет появился в вашем приложение 
Следом купил на палатку 
И билет на парковку пропал 
Как вбить",1
"Всем привет , подскажите пожалуйста как с техподдержкой связаться , пытаюсь залогиниться пишет что что то пошло не так",1
"Всем привет, а подскажите пожалуйста что нужно сделать чтобы купить билет с рук? У меня нет такой кнопки",1
"Всем привет, это SMM-щик Vibeapp! Тот самый, который живет в подвале ",0
Всем привет!,0
"Всем привет!
Никак не могу достучаться до поддержки. Если я оформил возврат на билеты на сигнал по причине «отмена или перенос мероприятия» мне вернутся деньги?",1
Всем привет! Со вчерашнего дня не могу вернуть билет - ошибка на скрине. Чата поддержки у приложения не нашла. С сегодняшнего дня возврат будет 50% от стоимости. Кому писать и куда обращаться - не знаю. Кто-то с тамим сталкивался?,1
"Всем, кто на ",0
"Вспоминаем как было классно в мае и вдохновляемся на летний сезон. Точно уверены, что будет еще круче
Ведь билеты на лучшие события ждут тебя в приложении Vibeapp ",0
"Вспоминаем, как было весело этой ночью в Ровеснике на вечеринке ",0
Встретимся на концерте,0
"Вся жизнь - это алфавит для рээйверов
А ты в ней й - уоу ",0
"Втф,",0
"Вхвхвхвх, ого",0
ВХВХЫХЫХ,0
вххузвхухвэ я вам нечаянно приглашение кинула,0
вчера был у славы в Питере...не доехал....,0
Вчера DK показал на фестивале Summer Sound х билайн реальный рейв,0
Вы всех путаете!😡,0
"Вы не поверите, но я нашла потерянную тетрадку с сочинением!!!


Поскольку я бедный студент, мне сначала половину лета пришлось закрывать сессию (без троек кстати), а вторую половину лета работать ради концертов 🙄
Так что лето не было сильно насыщенным в этом плане, я сходила всего лишь на три концерта (хотела еще съездить на 18+ кмх в Москоу, но чёт стало лень): дк, мзлфф, кмх. На последнем оторвалась по полной, потому что это были последние дни лета, провалялась потом с температурой и больным горлом два дня… меня еще тогда подружка потащила в первые ряды слэма, но к счастью я выжила. Наверное, концерт Руслана был самым крутым из всех, на которых я была. 
Концерты под открытым небом это кнш +вайб",0
Вы пишите номер билета и серию. А нужно номер заказа вашего билета. Посмотрите на почте,0
вы че ахуели,0
Вы что лютые фанаты дк?,0
Выбери концерты. Выбери жизнь!,0
"Выбирай билет и узнай, что тебя будет ждать этим летом ",0
"Выбор, безусловно, сложный, но истинный фанат всегда выбирает второй вариант, не так ли? ",0
выбрать из нашей совместной подборки с FOMOTEKA еще несколько поводов выбраться из-под одеяла в ноябре,0
"выиграла в свой день рождения💪🏼
спасибо за подарок получается)",0
"вылетаю со слэма к бару, умираю от жажды, смотрю на цены в баре, и пью слюну (чужую)",0
Выпейте пива на баре и до зарплаты не будете ни есть ни пить,0
ВЫПОЛНЯТЬ,0
Выпрыгнет из торта!,0
"Выходить в 5 утра с клуба в самом центре Петербурга, на дворе зима и снежинки падают прямо на твое лицо! Быть счастливым, ведь ты с пользой провел эту ночь, а все самое лучшее с VibeApp еще впереди! ❤️",0
"Выходной Вайб
Поверьте Вам зайдет)",0
Где мой мерч!,0
"где моя квартира, АУ",0
где мы разыграли 1000 баллов в Vibeapp,0
Где найти видео в котором вы разыгрываете сумки?,0
ГДЕ ПАПА?!,0
где ты можешь выиграть билет абсолютно на любой концерт в любом городе,0
Где-то в мире плачет один smm-щик,0
где? о какой иконке речь,0
"Главное дай знак, где ты обитаешь?) 
Мы найдем тебя ",0
"Главное, что все весело провели время ",0
"Главное, чтобы билет был куплен в Вайбе!",0
"Главное, чтобы не задавали…",0
Глеб три дня дождя:),0
говорит что должна выиграть билеты) ну если что пишите),0
"Говорят, что если отправить эту открытку другу, то под подушкой найдешь билет на концерт ",0
"Говорят, что мысли материальны ",0
"говорят, что сервер лег",0
Горжусь тобой. И все остальные уважайте его!,0
горжусь.я уже начала это выполнять АХАХАХАХ,0
госпожа удача никогда не подводит,0
госпожа удача помоги мне,0
"Гостей было так много, что мы заняли целых два этажа в баре Ровесник.
",0
Готов к крутым эмоциям?,0
ГОТОВА СПОРИТЬ ЛОЛ,0
Готово😂,0
"Готовы кричать громко-громко «САНЯ, ДАВААААЙ»? ",0
Группа,0
грусть,0
Гугл в помощь,0
"Гудтаймс. Большой летний концерт
",0
гучи гэнг,0
ДА,0
Да,0
да ! !,0
Да все кайф,0
"Да данный момент времени только 1, но все ещё впереди. Happy birthday!!",0
да капец,0
Да мы подождём,0
"да наоборот, зашли",0
ДА НУ НАХУЙ ЕЕЕЕЕЕ,0
Да ну опять егэ,0
да ну тоже придумали делать анонс за два месяца я привыкла что билеты полгода продают по низкой цене а тут каждый день дорожает,0
Да очень ждём!!!,0
Да прибудет с тобой сила,0
да тут 🤗,0
Да тут кладезь красивых людей♥️,0
да ужас,0
да чето цены гнут пиздец мне жалко такие деньги на билеты тратить,0
да я,0
да я за смм-щика...готов .....,0
да я из англии.,0
ДА Я РАДИ СКИДКИ ГОТОВ НА…,0
да я сказала егэ пишу,0
ДА Я СОРВАЛ ГОЛОС….,0
ДА Я.,0
"Да-да… у нас официально выходные только 1 и 9 мая, вот только в эти дни у меня и так выходные по расписанию ",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"да, благодарю",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"Да, благодарю",0
"ДА, БЛАГОДАРЮ",0
"ДА, БЛАГОДАРЮ",0
"Да, если что пиши…",0
"Да, жестко красивый город",0
"да, жизнь, а особенно нашего SMM-щика, непредсказуема",0
"Да, как там его… Рейвер Каллен…….",0
"Да, мы ночью смотрели на разведение мостов а сегодня мне к первой паре",0
"Да, мы такие ",0
"Да, наши айтишники самые крутые айтишники в мире 😌",0
"Да, согласна! Интересно узнать.",0
"да, спасибо, мне тоже через поддержку дали ссылку, я уж думала все",0
"Да, так и надо 🥸",0
"Да, ты можешь гордиться этим",0
"да, я",0
"да, я лично сказал.",0
"да,не узнали?
просто не хотела говорить,что я-руслан",0
Да!,0
ДА!,0
ДА!!!,0
Да????,0
да?...,0
да……….😈😈,0
да(,0
ДААА,0
"дааа!!!
я так тысячу баллов на руслана потратила ",0
даааа,0
ДААДАДДА.,0
ДАВАЙ,0
давай 30 процентов мне хотя бы,0
давай да,0
давай нет,0
давай спросим у чата гпт?,0
Давайте пойдём спать,0
Дада,0
ДАДАДАДА ЧЕРЕЗ ШЫМКЕНТ??????????,0
"Даже если ты ходишь на концерты раз в год или трижды в неделю, наверняка есть один, который оставил самые яркие впечатления! ",0
Дайте вайбу нормального монтажера,0
дайте списать,0
Дайте Танк (!),0
Даниил|Системный Аналитик,0
"данунаху
спасибо ❤🌹",0
"ДДТ
Джарахов
Дипинс",0
Де,0
"Дед блонд 
Драгни 
Даня милохин ",0
Делать возврат и брать заново 🥹🥹🥹,0
"Делимся лайфхаком, как вернуть то самое крутое чувство, когда внезапно находишь деньги в кармане куртки, про которые забыл с прошлого года, и сразу можешь потратить их на что-нибудь приятное ",0
"Делимся лайфхаком, как вернуть то самое крутое чувство, когда внезапно находишь деньги в кармане летних шорт, про которые забыл с прошлого года, и сразу можешь потратить их на что-нибудь приятное ",0
Делимся магической атмосферой с фестиваля,0
Делитесь любимым треком,0
"дело было этим летом,я с моими двумя подругами решили пойти на концерт букера и стедди, из нас троих пропустили только одну,а мы со второй все два часа концерта пытались уговорить охрану нас пропустить.мы оббегали клуб, лезли через гору в попытках найти дыру в стене,что закрывала вход в клуб,вообщем пытались хоть какт пройти на концерт.за то время как мы пытались войти мы успели познакомиться с абсолютно разными кадрами с очереди,и даже почти пошли с ними бухать",0
Делюсь.,0
День добрый. Как в поддержку написать?,0
Держать руки - это любовь ❤️. Подари эмоции с билетом на концерт! 🥰,0
"ДЕТИ ВСЕ ПОСМОТРЕЛИ И ПРОСЯТ ЕЩЕ ПОДБОРОК!!!
МУЖ ПОЛЗАЛ НА КОЛЕНЯХ, УМОЛЯЛ КУПИТЬ БИЛЕТЫ В ВАЙБЕ РАДИ СММЩИКА",0
детка..,0
Джерси марселин,0
"Джизус
Dead blonde
Dabro",0
Диджейсет и выставка в заброшке на кг,0
"Дима Билан
Deftones 
Даниил Ким",0
"диски-вписки
любовь, ненависть, хардкор
параной��",0
"дк, слэм, go",0
"Дк, тоже, пиво",0
"Длинные выходные😭, только 1 и 4 мая выходной...",0
"Для человека с локацией рублево-успенское шоссе, возможно)
Для нас простых смертных в 2017 - это треть зарплаты",0
дм это Дима Матвеев из битвы экстрасенсов? И ты туда же ....,0
До встречи 9 ноября в 18:00 в Ровеснике!,0
До сих пор ржу с этого плаката,0
"Доброе утро , купили билеты на концерт , пришла ссылка на почту в итоге переходим по ссылке вводим номер чтоб пришел код , а код не приходит , сегодня концерт в приложение зайти не можем , как быть ?",1
"Доброе утро, с приложением что-то не так? Не удаётся зайти в браузерную версию и что-либо делать в приложении",1
"Доброе утро, я сейчас нажала подарить билеты, у дочки др. И походу что то не то сделала . У меня они исчезли а у нее нет их",1
"Добрый день, не могу сдать билеты в вашем приложении - бесконечно грузит верификация на cloudflare :(",1
"добрый день, уважаемые! может кто подскажет, как выйти из профиля в Vibe на других устройствах, чтобы только на моем личном остался профиль? Где сменить пароль или типа того?)",1
"Добрый день! У меня в приложении куплены два билета на мяту - для меня и подруги 

Мы с подругой в разное время прибываем на фестиваль, я хочу ей передать второй билет, но в приложении нет кнопки «подарить»

Подскажите, как я могу передать подруге её билет?",1
"Добрый день. У вас есть инструкция или определённый порядок действий при использовании приложения в условиях отсутствия связи? 

КПП на фестивале Кастры будет в лесу где не будет работать интернет. Иногда при симуляции работы приложения в условиях ограничения интернета не показывает билеты и qr-коды. От чего это зависит и как подстраховаться? Спасибо",1
"доказал, что любимая песня",0
долго шел до стадиума…,0
Должно входить ВСЁ для комфортного времяпрепровождения 👍,0
"дом, дом ленинградского техно😈😈",0
донт лук эт ми лайк that,0
Доо,0
"Дора
Даниил Ким 
Dk",0
"Дора
Daft Punk
Dr.Dre",0
"Дорогой мой некрон, давай умрем вместе",0
Дороже лирического рэпа😎😈,0
ДОРОЖЕ ЧЕМ СИДЕТЬ НА ПАРЕ,0
"достижение!
",0
"Друзья, мы наконец-то подводим итоги ",0
"Думаем, такое было с каждым ",0
Думаешь? Я думаю отрастить…,0
думаю между хлоей и рейв мудом...,0
"Думаю, это можно реализовать и без бороды 😋",0
